Date;Day;Weekday;Is_weekend;Is_holiday;Week_of_month;Week_of_year;Month;Quarter;Year
19.08.2016;19;6;0;0;3;34;8;3;2016
20.08.2016;20;7;1;0;3;34;8;3;2016
21.08.2016;21;1;1;0;4;35;8;3;2016
22.08.2016;22;2;0;0;4;35;8;3;2016
23.08.2016;23;3;0;0;4;35;8;3;2016
24.08.2016;24;4;0;0;4;35;8;3;2016
25.08.2016;25;5;0;0;4;35;8;3;2016
26.08.2016;26;6;0;0;4;35;8;3;2016
27.08.2016;27;7;1;0;4;35;8;3;2016
28.08.2016;28;1;1;0;5;36;8;3;2016
29.08.2016;29;2;0;0;5;36;8;3;2016
30.08.2016;30;3;0;0;5;36;8;3;2016
31.08.2016;31;4;0;0;5;36;8;3;2016
01.09.2016;1;5;0;0;1;36;9;3;2016
02.09.2016;2;6;0;0;1;36;9;3;2016
03.09.2016;3;7;1;0;1;36;9;3;2016
04.09.2016;4;1;1;0;2;37;9;3;2016
05.09.2016;5;2;0;1;2;37;9;3;2016
06.09.2016;6;3;0;0;2;37;9;3;2016
07.09.2016;7;4;0;0;2;37;9;3;2016
08.09.2016;8;5;0;0;2;37;9;3;2016
09.09.2016;9;6;0;0;2;37;9;3;2016
10.09.2016;10;7;1;0;2;37;9;3;2016
11.09.2016;11;1;1;0;3;38;9;3;2016
12.09.2016;12;2;0;0;3;38;9;3;2016
13.09.2016;13;3;0;0;3;38;9;3;2016
14.09.2016;14;4;0;0;3;38;9;3;2016
15.09.2016;15;5;0;0;3;38;9;3;2016
16.09.2016;16;6;0;0;3;38;9;3;2016
17.09.2016;17;7;1;0;3;38;9;3;2016
18.09.2016;18;1;1;0;4;39;9;3;2016
19.09.2016;19;2;0;0;4;39;9;3;2016
20.09.2016;20;3;0;0;4;39;9;3;2016
21.09.2016;21;4;0;0;4;39;9;3;2016
22.09.2016;22;5;0;0;4;39;9;3;2016
23.09.2016;23;6;0;0;4;39;9;3;2016
24.09.2016;24;7;1;0;4;39;9;3;2016
25.09.2016;25;1;1;0;5;40;9;3;2016
26.09.2016;26;2;0;0;5;40;9;3;2016
27.09.2016;27;3;0;0;5;40;9;3;2016
28.09.2016;28;4;0;0;5;40;9;3;2016
29.09.2016;29;5;0;0;5;40;9;3;2016
30.09.2016;30;6;0;0;5;40;9;3;2016
01.10.2016;1;7;1;0;1;40;10;4;2016
02.10.2016;2;1;1;0;2;41;10;4;2016
03.10.2016;3;2;0;0;2;41;10;4;2016
04.10.2016;4;3;0;0;2;41;10;4;2016
05.10.2016;5;4;0;0;2;41;10;4;2016
06.10.2016;6;5;0;0;2;41;10;4;2016
07.10.2016;7;6;0;0;2;41;10;4;2016
08.10.2016;8;7;1;0;2;41;10;4;2016
09.10.2016;9;1;1;0;3;42;10;4;2016
10.10.2016;10;2;0;1;3;42;10;4;2016
11.10.2016;11;3;0;0;3;42;10;4;2016
12.10.2016;12;4;0;0;3;42;10;4;2016
13.10.2016;13;5;0;0;3;42;10;4;2016
14.10.2016;14;6;0;0;3;42;10;4;2016
15.10.2016;15;7;1;0;3;42;10;4;2016
16.10.2016;16;1;1;0;4;43;10;4;2016
17.10.2016;17;2;0;0;4;43;10;4;2016
18.10.2016;18;3;0;0;4;43;10;4;2016
19.10.2016;19;4;0;0;4;43;10;4;2016
20.10.2016;20;5;0;0;4;43;10;4;2016
21.10.2016;21;6;0;0;4;43;10;4;2016
22.10.2016;22;7;1;0;4;43;10;4;2016
23.10.2016;23;1;1;0;5;44;10;4;2016
24.10.2016;24;2;0;0;5;44;10;4;2016
25.10.2016;25;3;0;0;5;44;10;4;2016
26.10.2016;26;4;0;0;5;44;10;4;2016
27.10.2016;27;5;0;0;5;44;10;4;2016
28.10.2016;28;6;0;0;5;44;10;4;2016
29.10.2016;29;7;1;0;5;44;10;4;2016
30.10.2016;30;1;1;0;6;45;10;4;2016
31.10.2016;31;2;0;0;6;45;10;4;2016
01.11.2016;1;3;0;0;1;45;11;4;2016
02.11.2016;2;4;0;0;1;45;11;4;2016
03.11.2016;3;5;0;0;1;45;11;4;2016
04.11.2016;4;6;0;0;1;45;11;4;2016
05.11.2016;5;7;1;0;1;45;11;4;2016
06.11.2016;6;1;1;0;2;46;11;4;2016
07.11.2016;7;2;0;0;2;46;11;4;2016
08.11.2016;8;3;0;0;2;46;11;4;2016
09.11.2016;9;4;0;0;2;46;11;4;2016
10.11.2016;10;5;0;0;2;46;11;4;2016
11.11.2016;11;6;0;1;2;46;11;4;2016
12.11.2016;12;7;1;0;2;46;11;4;2016
13.11.2016;13;1;1;0;3;47;11;4;2016
14.11.2016;14;2;0;0;3;47;11;4;2016
15.11.2016;15;3;0;0;3;47;11;4;2016
16.11.2016;16;4;0;0;3;47;11;4;2016
17.11.2016;17;5;0;0;3;47;11;4;2016
18.11.2016;18;6;0;0;3;47;11;4;2016
19.11.2016;19;7;1;0;3;47;11;4;2016
20.11.2016;20;1;1;0;4;48;11;4;2016
21.11.2016;21;2;0;0;4;48;11;4;2016
22.11.2016;22;3;0;0;4;48;11;4;2016
23.11.2016;23;4;0;0;4;48;11;4;2016
24.11.2016;24;5;0;1;4;48;11;4;2016
25.11.2016;25;6;0;1;4;48;11;4;2016
26.11.2016;26;7;1;0;4;48;11;4;2016
27.11.2016;27;1;1;0;5;49;11;4;2016
28.11.2016;28;2;0;0;5;49;11;4;2016
29.11.2016;29;3;0;0;5;49;11;4;2016
30.11.2016;30;4;0;0;5;49;11;4;2016
01.12.2016;1;5;0;0;1;49;12;4;2016
02.12.2016;2;6;0;0;1;49;12;4;2016
03.12.2016;3;7;1;0;1;49;12;4;2016
04.12.2016;4;1;1;0;2;50;12;4;2016
05.12.2016;5;2;0;0;2;50;12;4;2016
06.12.2016;6;3;0;0;2;50;12;4;2016
07.12.2016;7;4;0;0;2;50;12;4;2016
08.12.2016;8;5;0;0;2;50;12;4;2016
09.12.2016;9;6;0;0;2;50;12;4;2016
10.12.2016;10;7;1;0;2;50;12;4;2016
11.12.2016;11;1;1;0;3;51;12;4;2016
12.12.2016;12;2;0;0;3;51;12;4;2016
13.12.2016;13;3;0;0;3;51;12;4;2016
14.12.2016;14;4;0;0;3;51;12;4;2016
15.12.2016;15;5;0;0;3;51;12;4;2016
16.12.2016;16;6;0;0;3;51;12;4;2016
17.12.2016;17;7;1;0;3;51;12;4;2016
18.12.2016;18;1;1;0;4;52;12;4;2016
19.12.2016;19;2;0;0;4;52;12;4;2016
20.12.2016;20;3;0;0;4;52;12;4;2016
21.12.2016;21;4;0;0;4;52;12;4;2016
22.12.2016;22;5;0;0;4;52;12;4;2016
23.12.2016;23;6;0;0;4;52;12;4;2016
24.12.2016;24;7;1;0;4;52;12;4;2016
25.12.2016;25;1;1;1;5;53;12;4;2016
26.12.2016;26;2;0;0;5;53;12;4;2016
27.12.2016;27;3;0;0;5;53;12;4;2016
28.12.2016;28;4;0;0;5;53;12;4;2016
29.12.2016;29;5;0;0;5;53;12;4;2016
30.12.2016;30;6;0;0;5;53;12;4;2016
31.12.2016;31;7;1;0;5;53;12;4;2016
01.01.2017;1;1;1;1;1;1;1;1;2017
02.01.2017;2;2;0;0;1;1;1;1;2017
03.01.2017;3;3;0;0;1;1;1;1;2017
04.01.2017;4;4;0;0;1;1;1;1;2017
05.01.2017;5;5;0;0;1;1;1;1;2017
06.01.2017;6;6;0;0;1;1;1;1;2017
07.01.2017;7;7;1;0;1;1;1;1;2017
08.01.2017;8;1;1;0;2;2;1;1;2017
09.01.2017;9;2;0;0;2;2;1;1;2017
10.01.2017;10;3;0;0;2;2;1;1;2017
11.01.2017;11;4;0;0;2;2;1;1;2017
12.01.2017;12;5;0;0;2;2;1;1;2017
13.01.2017;13;6;0;0;2;2;1;1;2017
14.01.2017;14;7;1;0;2;2;1;1;2017
15.01.2017;15;1;1;0;3;3;1;1;2017
16.01.2017;16;2;0;1;3;3;1;1;2017
17.01.2017;17;3;0;0;3;3;1;1;2017
18.01.2017;18;4;0;0;3;3;1;1;2017
19.01.2017;19;5;0;0;3;3;1;1;2017
20.01.2017;20;6;0;0;3;3;1;1;2017
21.01.2017;21;7;1;0;3;3;1;1;2017
22.01.2017;22;1;1;0;4;4;1;1;2017
23.01.2017;23;2;0;0;4;4;1;1;2017
24.01.2017;24;3;0;0;4;4;1;1;2017
25.01.2017;25;4;0;0;4;4;1;1;2017
26.01.2017;26;5;0;0;4;4;1;1;2017
27.01.2017;27;6;0;0;4;4;1;1;2017
28.01.2017;28;7;1;0;4;4;1;1;2017
29.01.2017;29;1;1;0;5;5;1;1;2017
30.01.2017;30;2;0;0;5;5;1;1;2017
31.01.2017;31;3;0;0;5;5;1;1;2017
01.02.2017;1;4;0;0;1;5;2;1;2017
02.02.2017;2;5;0;0;1;5;2;1;2017
03.02.2017;3;6;0;0;1;5;2;1;2017
04.02.2017;4;7;1;0;1;5;2;1;2017
05.02.2017;5;1;1;0;2;6;2;1;2017
06.02.2017;6;2;0;0;2;6;2;1;2017
07.02.2017;7;3;0;0;2;6;2;1;2017
08.02.2017;8;4;0;0;2;6;2;1;2017
09.02.2017;9;5;0;0;2;6;2;1;2017
10.02.2017;10;6;0;0;2;6;2;1;2017
11.02.2017;11;7;1;0;2;6;2;1;2017
12.02.2017;12;1;1;0;3;7;2;1;2017
13.02.2017;13;2;0;0;3;7;2;1;2017
14.02.2017;14;3;0;0;3;7;2;1;2017
15.02.2017;15;4;0;0;3;7;2;1;2017
16.02.2017;16;5;0;0;3;7;2;1;2017
17.02.2017;17;6;0;0;3;7;2;1;2017
18.02.2017;18;7;1;0;3;7;2;1;2017
19.02.2017;19;1;1;0;4;8;2;1;2017
20.02.2017;20;2;0;1;4;8;2;1;2017
21.02.2017;21;3;0;0;4;8;2;1;2017
22.02.2017;22;4;0;0;4;8;2;1;2017
23.02.2017;23;5;0;0;4;8;2;1;2017
24.02.2017;24;6;0;0;4;8;2;1;2017
25.02.2017;25;7;1;0;4;8;2;1;2017
26.02.2017;26;1;1;0;5;9;2;1;2017
27.02.2017;27;2;0;0;5;9;2;1;2017
28.02.2017;28;3;0;0;5;9;2;1;2017
01.03.2017;1;4;0;0;1;9;3;1;2017
02.03.2017;2;5;0;0;1;9;3;1;2017
03.03.2017;3;6;0;0;1;9;3;1;2017
04.03.2017;4;7;1;0;1;9;3;1;2017
05.03.2017;5;1;1;0;2;10;3;1;2017
06.03.2017;6;2;0;0;2;10;3;1;2017
07.03.2017;7;3;0;0;2;10;3;1;2017
08.03.2017;8;4;0;0;2;10;3;1;2017
09.03.2017;9;5;0;0;2;10;3;1;2017
10.03.2017;10;6;0;0;2;10;3;1;2017
11.03.2017;11;7;1;0;2;10;3;1;2017
12.03.2017;12;1;1;0;3;11;3;1;2017
13.03.2017;13;2;0;0;3;11;3;1;2017
14.03.2017;14;3;0;0;3;11;3;1;2017
15.03.2017;15;4;0;0;3;11;3;1;2017
16.03.2017;16;5;0;0;3;11;3;1;2017
17.03.2017;17;6;0;0;3;11;3;1;2017
18.03.2017;18;7;1;0;3;11;3;1;2017
19.03.2017;19;1;1;0;4;12;3;1;2017
20.03.2017;20;2;0;0;4;12;3;1;2017
21.03.2017;21;3;0;0;4;12;3;1;2017
22.03.2017;22;4;0;0;4;12;3;1;2017
23.03.2017;23;5;0;0;4;12;3;1;2017
24.03.2017;24;6;0;0;4;12;3;1;2017
25.03.2017;25;7;1;0;4;12;3;1;2017
26.03.2017;26;1;1;0;5;13;3;1;2017
27.03.2017;27;2;0;0;5;13;3;1;2017
28.03.2017;28;3;0;0;5;13;3;1;2017
29.03.2017;29;4;0;0;5;13;3;1;2017
30.03.2017;30;5;0;0;5;13;3;1;2017
31.03.2017;31;6;0;0;5;13;3;1;2017
01.04.2017;1;7;1;0;1;13;4;2;2017
02.04.2017;2;1;1;0;2;14;4;2;2017
03.04.2017;3;2;0;0;2;14;4;2;2017
04.04.2017;4;3;0;0;2;14;4;2;2017
05.04.2017;5;4;0;0;2;14;4;2;2017
06.04.2017;6;5;0;0;2;14;4;2;2017
07.04.2017;7;6;0;0;2;14;4;2;2017
08.04.2017;8;7;1;0;2;14;4;2;2017
09.04.2017;9;1;1;0;3;15;4;2;2017
10.04.2017;10;2;0;0;3;15;4;2;2017
11.04.2017;11;3;0;0;3;15;4;2;2017
12.04.2017;12;4;0;0;3;15;4;2;2017
13.04.2017;13;5;0;0;3;15;4;2;2017
14.04.2017;14;6;0;0;3;15;4;2;2017
15.04.2017;15;7;1;0;3;15;4;2;2017
16.04.2017;16;1;1;0;4;16;4;2;2017
17.04.2017;17;2;0;0;4;16;4;2;2017
18.04.2017;18;3;0;0;4;16;4;2;2017
19.04.2017;19;4;0;0;4;16;4;2;2017
20.04.2017;20;5;0;0;4;16;4;2;2017
21.04.2017;21;6;0;0;4;16;4;2;2017
22.04.2017;22;7;1;0;4;16;4;2;2017
23.04.2017;23;1;1;0;5;17;4;2;2017
24.04.2017;24;2;0;0;5;17;4;2;2017
25.04.2017;25;3;0;0;5;17;4;2;2017
26.04.2017;26;4;0;0;5;17;4;2;2017
27.04.2017;27;5;0;0;5;17;4;2;2017
28.04.2017;28;6;0;0;5;17;4;2;2017
29.04.2017;29;7;1;0;5;17;4;2;2017
30.04.2017;30;1;1;0;6;18;4;2;2017
01.05.2017;1;2;0;0;1;18;5;2;2017
02.05.2017;2;3;0;0;1;18;5;2;2017
03.05.2017;3;4;0;0;1;18;5;2;2017
04.05.2017;4;5;0;0;1;18;5;2;2017
05.05.2017;5;6;0;0;1;18;5;2;2017
06.05.2017;6;7;1;0;1;18;5;2;2017
07.05.2017;7;1;1;0;2;19;5;2;2017
08.05.2017;8;2;0;0;2;19;5;2;2017
09.05.2017;9;3;0;0;2;19;5;2;2017
10.05.2017;10;4;0;0;2;19;5;2;2017
11.05.2017;11;5;0;0;2;19;5;2;2017
12.05.2017;12;6;0;0;2;19;5;2;2017
13.05.2017;13;7;1;0;2;19;5;2;2017
14.05.2017;14;1;1;0;3;20;5;2;2017
15.05.2017;15;2;0;0;3;20;5;2;2017
16.05.2017;16;3;0;0;3;20;5;2;2017
17.05.2017;17;4;0;0;3;20;5;2;2017
18.05.2017;18;5;0;0;3;20;5;2;2017
19.05.2017;19;6;0;0;3;20;5;2;2017
20.05.2017;20;7;1;0;3;20;5;2;2017
21.05.2017;21;1;1;0;4;21;5;2;2017
22.05.2017;22;2;0;0;4;21;5;2;2017
23.05.2017;23;3;0;0;4;21;5;2;2017
24.05.2017;24;4;0;0;4;21;5;2;2017
25.05.2017;25;5;0;0;4;21;5;2;2017
26.05.2017;26;6;0;0;4;21;5;2;2017
27.05.2017;27;7;1;0;4;21;5;2;2017
28.05.2017;28;1;1;0;5;22;5;2;2017
29.05.2017;29;2;0;1;5;22;5;2;2017
30.05.2017;30;3;0;0;5;22;5;2;2017
31.05.2017;31;4;0;0;5;22;5;2;2017
01.06.2017;1;5;0;0;1;22;6;2;2017
02.06.2017;2;6;0;0;1;22;6;2;2017
03.06.2017;3;7;1;0;1;22;6;2;2017
04.06.2017;4;1;1;0;2;23;6;2;2017
05.06.2017;5;2;0;0;2;23;6;2;2017
06.06.2017;6;3;0;0;2;23;6;2;2017
07.06.2017;7;4;0;0;2;23;6;2;2017
08.06.2017;8;5;0;0;2;23;6;2;2017
09.06.2017;9;6;0;0;2;23;6;2;2017
10.06.2017;10;7;1;0;2;23;6;2;2017
11.06.2017;11;1;1;0;3;24;6;2;2017
12.06.2017;12;2;0;0;3;24;6;2;2017
13.06.2017;13;3;0;0;3;24;6;2;2017
14.06.2017;14;4;0;0;3;24;6;2;2017
15.06.2017;15;5;0;0;3;24;6;2;2017
16.06.2017;16;6;0;0;3;24;6;2;2017
17.06.2017;17;7;1;0;3;24;6;2;2017
18.06.2017;18;1;1;0;4;25;6;2;2017
19.06.2017;19;2;0;0;4;25;6;2;2017
20.06.2017;20;3;0;0;4;25;6;2;2017
21.06.2017;21;4;0;0;4;25;6;2;2017
22.06.2017;22;5;0;0;4;25;6;2;2017
23.06.2017;23;6;0;0;4;25;6;2;2017
24.06.2017;24;7;1;0;4;25;6;2;2017
25.06.2017;25;1;1;0;5;26;6;2;2017
26.06.2017;26;2;0;0;5;26;6;2;2017
27.06.2017;27;3;0;0;5;26;6;2;2017
28.06.2017;28;4;0;0;5;26;6;2;2017
29.06.2017;29;5;0;0;5;26;6;2;2017
30.06.2017;30;6;0;0;5;26;6;2;2017
01.07.2017;1;7;1;0;1;26;7;3;2017
02.07.2017;2;1;1;0;2;27;7;3;2017
03.07.2017;3;2;0;0;2;27;7;3;2017
04.07.2017;4;3;0;1;2;27;7;3;2017
05.07.2017;5;4;0;0;2;27;7;3;2017
06.07.2017;6;5;0;0;2;27;7;3;2017
07.07.2017;7;6;0;0;2;27;7;3;2017
08.07.2017;8;7;1;0;2;27;7;3;2017
09.07.2017;9;1;1;0;3;28;7;3;2017
10.07.2017;10;2;0;0;3;28;7;3;2017
11.07.2017;11;3;0;0;3;28;7;3;2017
12.07.2017;12;4;0;0;3;28;7;3;2017
13.07.2017;13;5;0;0;3;28;7;3;2017
14.07.2017;14;6;0;0;3;28;7;3;2017
15.07.2017;15;7;1;0;3;28;7;3;2017
16.07.2017;16;1;1;0;4;29;7;3;2017
17.07.2017;17;2;0;0;4;29;7;3;2017
18.07.2017;18;3;0;0;4;29;7;3;2017
19.07.2017;19;4;0;0;4;29;7;3;2017
20.07.2017;20;5;0;0;4;29;7;3;2017
21.07.2017;21;6;0;0;4;29;7;3;2017
22.07.2017;22;7;1;0;4;29;7;3;2017
23.07.2017;23;1;1;0;5;30;7;3;2017
24.07.2017;24;2;0;0;5;30;7;3;2017
25.07.2017;25;3;0;0;5;30;7;3;2017
26.07.2017;26;4;0;0;5;30;7;3;2017
27.07.2017;27;5;0;0;5;30;7;3;2017
28.07.2017;28;6;0;0;5;30;7;3;2017
29.07.2017;29;7;1;0;5;30;7;3;2017
30.07.2017;30;1;1;0;6;31;7;3;2017
31.07.2017;31;2;0;0;6;31;7;3;2017
01.08.2017;1;3;0;0;1;31;8;3;2017
02.08.2017;2;4;0;0;1;31;8;3;2017
03.08.2017;3;5;0;0;1;31;8;3;2017
04.08.2017;4;6;0;0;1;31;8;3;2017
05.08.2017;5;7;1;0;1;31;8;3;2017
06.08.2017;6;1;1;0;2;32;8;3;2017
07.08.2017;7;2;0;0;2;32;8;3;2017
08.08.2017;8;3;0;0;2;32;8;3;2017
09.08.2017;9;4;0;0;2;32;8;3;2017
10.08.2017;10;5;0;0;2;32;8;3;2017
11.08.2017;11;6;0;0;2;32;8;3;2017
12.08.2017;12;7;1;0;2;32;8;3;2017
13.08.2017;13;1;1;0;3;33;8;3;2017
14.08.2017;14;2;0;0;3;33;8;3;2017
15.08.2017;15;3;0;0;3;33;8;3;2017
16.08.2017;16;4;0;0;3;33;8;3;2017
17.08.2017;17;5;0;0;3;33;8;3;2017
18.08.2017;18;6;0;0;3;33;8;3;2017
19.08.2017;19;7;1;0;3;33;8;3;2017
20.08.2017;20;1;1;0;4;34;8;3;2017
21.08.2017;21;2;0;0;4;34;8;3;2017
22.08.2017;22;3;0;0;4;34;8;3;2017
23.08.2017;23;4;0;0;4;34;8;3;2017
24.08.2017;24;5;0;0;4;34;8;3;2017
25.08.2017;25;6;0;0;4;34;8;3;2017
26.08.2017;26;7;1;0;4;34;8;3;2017
27.08.2017;27;1;1;0;5;35;8;3;2017
28.08.2017;28;2;0;0;5;35;8;3;2017
29.08.2017;29;3;0;0;5;35;8;3;2017
30.08.2017;30;4;0;0;5;35;8;3;2017
31.08.2017;31;5;0;0;5;35;8;3;2017
01.09.2017;1;6;0;0;1;35;9;3;2017
02.09.2017;2;7;1;0;1;35;9;3;2017
03.09.2017;3;1;1;0;2;36;9;3;2017
04.09.2017;4;2;0;1;2;36;9;3;2017
05.09.2017;5;3;0;0;2;36;9;3;2017
06.09.2017;6;4;0;0;2;36;9;3;2017
07.09.2017;7;5;0;0;2;36;9;3;2017
08.09.2017;8;6;0;0;2;36;9;3;2017
09.09.2017;9;7;1;0;2;36;9;3;2017
10.09.2017;10;1;1;0;3;37;9;3;2017
11.09.2017;11;2;0;0;3;37;9;3;2017
12.09.2017;12;3;0;0;3;37;9;3;2017
13.09.2017;13;4;0;0;3;37;9;3;2017
14.09.2017;14;5;0;0;3;37;9;3;2017
15.09.2017;15;6;0;0;3;37;9;3;2017
16.09.2017;16;7;1;0;3;37;9;3;2017
17.09.2017;17;1;1;0;4;38;9;3;2017
18.09.2017;18;2;0;0;4;38;9;3;2017
19.09.2017;19;3;0;0;4;38;9;3;2017
20.09.2017;20;4;0;0;4;38;9;3;2017
21.09.2017;21;5;0;0;4;38;9;3;2017
22.09.2017;22;6;0;0;4;38;9;3;2017
23.09.2017;23;7;1;0;4;38;9;3;2017
24.09.2017;24;1;1;0;5;39;9;3;2017
25.09.2017;25;2;0;0;5;39;9;3;2017
26.09.2017;26;3;0;0;5;39;9;3;2017
27.09.2017;27;4;0;0;5;39;9;3;2017
28.09.2017;28;5;0;0;5;39;9;3;2017
29.09.2017;29;6;0;0;5;39;9;3;2017
30.09.2017;30;7;1;0;5;39;9;3;2017
01.10.2017;1;1;1;0;1;40;10;4;2017
02.10.2017;2;2;0;0;1;40;10;4;2017
03.10.2017;3;3;0;0;1;40;10;4;2017
04.10.2017;4;4;0;0;1;40;10;4;2017
05.10.2017;5;5;0;0;1;40;10;4;2017
06.10.2017;6;6;0;0;1;40;10;4;2017
07.10.2017;7;7;1;0;1;40;10;4;2017
08.10.2017;8;1;1;0;2;41;10;4;2017
09.10.2017;9;2;0;1;2;41;10;4;2017
10.10.2017;10;3;0;0;2;41;10;4;2017
11.10.2017;11;4;0;0;2;41;10;4;2017
12.10.2017;12;5;0;0;2;41;10;4;2017
13.10.2017;13;6;0;0;2;41;10;4;2017
14.10.2017;14;7;1;0;2;41;10;4;2017
15.10.2017;15;1;1;0;3;42;10;4;2017
16.10.2017;16;2;0;0;3;42;10;4;2017
17.10.2017;17;3;0;0;3;42;10;4;2017
18.10.2017;18;4;0;0;3;42;10;4;2017
19.10.2017;19;5;0;0;3;42;10;4;2017
20.10.2017;20;6;0;0;3;42;10;4;2017
21.10.2017;21;7;1;0;3;42;10;4;2017
22.10.2017;22;1;1;0;4;43;10;4;2017
23.10.2017;23;2;0;0;4;43;10;4;2017
24.10.2017;24;3;0;0;4;43;10;4;2017
25.10.2017;25;4;0;0;4;43;10;4;2017
26.10.2017;26;5;0;0;4;43;10;4;2017
27.10.2017;27;6;0;0;4;43;10;4;2017
28.10.2017;28;7;1;0;4;43;10;4;2017
29.10.2017;29;1;1;0;5;44;10;4;2017
30.10.2017;30;2;0;0;5;44;10;4;2017
31.10.2017;31;3;0;0;5;44;10;4;2017
01.11.2017;1;4;0;0;1;44;11;4;2017
02.11.2017;2;5;0;0;1;44;11;4;2017
03.11.2017;3;6;0;0;1;44;11;4;2017
04.11.2017;4;7;1;0;1;44;11;4;2017
05.11.2017;5;1;1;0;2;45;11;4;2017
06.11.2017;6;2;0;0;2;45;11;4;2017
07.11.2017;7;3;0;0;2;45;11;4;2017
08.11.2017;8;4;0;0;2;45;11;4;2017
09.11.2017;9;5;0;0;2;45;11;4;2017
10.11.2017;10;6;0;0;2;45;11;4;2017
11.11.2017;11;7;1;1;2;45;11;4;2017
12.11.2017;12;1;1;0;3;46;11;4;2017
13.11.2017;13;2;0;0;3;46;11;4;2017
14.11.2017;14;3;0;0;3;46;11;4;2017
15.11.2017;15;4;0;0;3;46;11;4;2017
16.11.2017;16;5;0;0;3;46;11;4;2017
17.11.2017;17;6;0;0;3;46;11;4;2017
18.11.2017;18;7;1;0;3;46;11;4;2017
19.11.2017;19;1;1;0;4;47;11;4;2017
20.11.2017;20;2;0;0;4;47;11;4;2017
21.11.2017;21;3;0;0;4;47;11;4;2017
22.11.2017;22;4;0;0;4;47;11;4;2017
23.11.2017;23;5;0;1;4;47;11;4;2017
24.11.2017;24;6;0;1;4;47;11;4;2017
25.11.2017;25;7;1;0;4;47;11;4;2017
26.11.2017;26;1;1;0;5;48;11;4;2017
27.11.2017;27;2;0;0;5;48;11;4;2017
28.11.2017;28;3;0;0;5;48;11;4;2017
29.11.2017;29;4;0;0;5;48;11;4;2017
30.11.2017;30;5;0;0;5;48;11;4;2017
01.12.2017;1;6;0;0;1;48;12;4;2017
02.12.2017;2;7;1;0;1;48;12;4;2017
03.12.2017;3;1;1;0;2;49;12;4;2017
04.12.2017;4;2;0;0;2;49;12;4;2017
05.12.2017;5;3;0;0;2;49;12;4;2017
06.12.2017;6;4;0;0;2;49;12;4;2017
07.12.2017;7;5;0;0;2;49;12;4;2017
08.12.2017;8;6;0;0;2;49;12;4;2017
09.12.2017;9;7;1;0;2;49;12;4;2017
10.12.2017;10;1;1;0;3;50;12;4;2017
11.12.2017;11;2;0;0;3;50;12;4;2017
12.12.2017;12;3;0;0;3;50;12;4;2017
13.12.2017;13;4;0;0;3;50;12;4;2017
14.12.2017;14;5;0;0;3;50;12;4;2017
15.12.2017;15;6;0;0;3;50;12;4;2017
16.12.2017;16;7;1;0;3;50;12;4;2017
17.12.2017;17;1;1;0;4;51;12;4;2017
18.12.2017;18;2;0;0;4;51;12;4;2017
19.12.2017;19;3;0;0;4;51;12;4;2017
20.12.2017;20;4;0;0;4;51;12;4;2017
21.12.2017;21;5;0;0;4;51;12;4;2017
22.12.2017;22;6;0;0;4;51;12;4;2017
23.12.2017;23;7;1;0;4;51;12;4;2017
24.12.2017;24;1;1;0;5;52;12;4;2017
25.12.2017;25;2;0;1;5;52;12;4;2017
26.12.2017;26;3;0;0;5;52;12;4;2017
27.12.2017;27;4;0;0;5;52;12;4;2017
28.12.2017;28;5;0;0;5;52;12;4;2017
29.12.2017;29;6;0;0;5;52;12;4;2017
30.12.2017;30;7;1;0;5;52;12;4;2017
31.12.2017;31;1;1;0;6;53;12;4;2017
01.01.2018;1;2;0;1;1;1;1;1;2018
02.01.2018;2;3;0;0;1;1;1;1;2018
03.01.2018;3;4;0;0;1;1;1;1;2018
04.01.2018;4;5;0;0;1;1;1;1;2018
05.01.2018;5;6;0;0;1;1;1;1;2018
06.01.2018;6;7;1;0;1;1;1;1;2018
07.01.2018;7;1;1;0;2;2;1;1;2018
08.01.2018;8;2;0;0;2;2;1;1;2018
09.01.2018;9;3;0;0;2;2;1;1;2018
10.01.2018;10;4;0;0;2;2;1;1;2018
11.01.2018;11;5;0;0;2;2;1;1;2018
12.01.2018;12;6;0;0;2;2;1;1;2018
13.01.2018;13;7;1;0;2;2;1;1;2018
14.01.2018;14;1;1;0;3;3;1;1;2018
15.01.2018;15;2;0;1;3;3;1;1;2018
16.01.2018;16;3;0;0;3;3;1;1;2018
17.01.2018;17;4;0;0;3;3;1;1;2018
18.01.2018;18;5;0;0;3;3;1;1;2018
19.01.2018;19;6;0;0;3;3;1;1;2018
20.01.2018;20;7;1;0;3;3;1;1;2018
21.01.2018;21;1;1;0;4;4;1;1;2018
22.01.2018;22;2;0;0;4;4;1;1;2018
23.01.2018;23;3;0;0;4;4;1;1;2018
24.01.2018;24;4;0;0;4;4;1;1;2018
25.01.2018;25;5;0;0;4;4;1;1;2018
26.01.2018;26;6;0;0;4;4;1;1;2018
27.01.2018;27;7;1;0;4;4;1;1;2018
28.01.2018;28;1;1;0;5;5;1;1;2018
29.01.2018;29;2;0;0;5;5;1;1;2018
30.01.2018;30;3;0;0;5;5;1;1;2018
31.01.2018;31;4;0;0;5;5;1;1;2018
01.02.2018;1;5;0;0;1;5;2;1;2018
02.02.2018;2;6;0;0;1;5;2;1;2018
03.02.2018;3;7;1;0;1;5;2;1;2018
04.02.2018;4;1;1;0;2;6;2;1;2018
05.02.2018;5;2;0;0;2;6;2;1;2018
